ProductServicesID|UID|Code|Name|Description|Price|Cost|Category|IsDelete|ForSale|Qty|MRP|ManufacturerID|ServiceDuration|TrackInventory|LastModifyDateTime|IsFavourite|CreatedOn|CreatedBy|LastModifyBy|SyncWithGodam|SyncDateTime|SubCategoryID|StyleCode|Color|Size|ISBN|ItemType|ValidityInDaysForGiftVoucher|ValidityInDaysForPackage|IsDefineItemForPackage|IsUniqueNo|UniqueLabel|MigrationID|EnableBatchTracking|StockKeepingUOM|PurchaseUOM|SalesUOM|IsRepack|ERPID|IsMRPTaxInclusive|IsSerialEnable|ItemGroupCode|IsTaxEnableForPackage|HSNCode|UseGlobalGSTTaxMaster|AllowDecimalInQty|NewProductServicesID|IsRechargable|ComputeAsAdditionalCharges|PrintGroupType
1032934|25457|8901595972258|CHINGS CHOWMEIN HAKKA NOODLES||30.00|18.11|26297|false|true|0.00|30.00|(null)|(null)|true|2017-11-03 19:08:43|(null)|2017-06-13 18:11:47|15722|15722|(null)|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||1042983|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|9100000|false|true|(null)|(null)|(null)|(null)
1032935|25457|8901595972340|CHINGS CHICKEN 65 MASALA||10.00|8.86|26297|false|true|0.00|10.00|(null)|(null)|true|2017-05-20 14:48:47|(null)|2017-05-20 14:48:47|15718|15718|(null)|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||1032088|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|9100000|false|true|(null)|(null)|(null)|(null)
1032936|25457|8901662023050|suhana chilli powder @200g|200g|65.00|58.03|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65463|||||1|(null)|(null)|(null)|false||958158|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|9100000|false|true|(null)|(null)|(null)|(null)
1032937|25457|8901662024552|Suhana paneer makhan mix @50g|50g|26.92|27.76|26297|false|true|0.00|26.92|0|0|true|2017-10-07 11:59:27|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958178|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032938|25457|8901662024583|Suhana butter chicken mix @50g|50g|26.92|26.23|26297|false|true|0.00|26.92|0|0|true|2017-09-01 18:06:49|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958183|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032939|25457|8901662027027|Suhana mutton gravy mix @80g|80g|30.78|33.32|26297|false|true|0.00|30.78|0|0|true|2018-01-18 17:16:11|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958180|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032940|25457|8901662027034|Suhana chiken gravy mix @80g|80g|30.78|30.00|26297|false|true|0.00|30.78|0|0|true|2018-02-17 17:06:40|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958181|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032941|25457|8901662027164|suhana chilli powder @500g|500g|161.00|143.75|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65463|||||1|(null)|(null)|(null)|false||958157|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|9100000|false|true|(null)|(null)|(null)|(null)
1032942|25457|8901662029168|Suhana chiken tandoori mix @100g|100g|38.46|41.60|26297|false|true|0.00|38.46|0|0|true|2018-01-18 17:16:11|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958179|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032943|25457|8901662031031|Suhana veg biryani mix @50g|50g|26.92|26.23|26297|false|true|0.00|26.92|0|0|true|2018-02-17 17:06:40|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958177|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032944|25457|8901662037828|Suhana chiken biryani mix @50g|50g|26.92|26.23|26297|false|true|0.00|26.92|0|0|true|2017-09-01 18:06:49|false|2017-02-22 10:04:20|15718|639381|false|(null)|65463|(null)|(null)|(null)|(null)|1|0|0|false|false||958182|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|9100000|false|true|(null)|(null)|(null)|(null)
1032945|25457|8901662037859|suhana cuppa poha @80g|80g|40.00|35.71|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65443|||||1|(null)|(null)|(null)|false||958412|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|19020000|false|true|(null)|(null)|(null)|(null)
1032946|25457|8901662037989|Suhana chole gravy mix @50g|50g|35.00|29.14|26297|false|true|0.00|0.00|(null)|0|true|2018-01-18 17:16:11|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65463|||||1|(null)|(null)|(null)|false||958176|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|9100000|false|true|(null)|(null)|(null)|(null)
1032947|25457|8901663102679|kingkong broom||150.00|0.00|26297|false|true|0.00|150.00|(null)|(null)|true|2017-03-02 10:40:14|(null)|2017-03-02 10:40:14|15719|15719|(null)|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||970171|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|96031000|false|true|(null)|(null)|(null)|(null)
1032948|25457|8901663203871|Floor wiper gala @1||89.00|80.00|26297|false|true|0.00|89.00|(null)|(null)|true|2017-02-22 11:36:29|(null)|2017-02-22 11:36:29|15719|15719|(null)|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||959583|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|96031000|false|true|(null)|(null)|(null)|(null)
1032949|25457|8901691001241|Eveready aa battery @1||7.14|5.79|26297|false|true|0.00|7.14|0|0|true|2017-11-07 18:33:10|false|2017-02-22 10:04:20|15718|639381|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||958905|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|85060000|false|true|(null)|(null)|(null)|(null)
1032950|25457|8901691003450|Eveready aa battery @1||15.00|7.70|26297|false|true|0.00|15.00|(null)|(null)|true|2017-10-06 10:12:58|(null)|2017-02-22 10:04:20|15718|637515|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||958907|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|85060000|false|false|(null)|(null)|(null)|(null)
1032951|25457|8901691008325|Eveready ultima aa battery @1|1unit|65.00|58.03|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958915|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032952|25457|8901691008837|Eveready battery @1||20.00|16.81|26297|false|true|0.00|20.00|(null)|(null)|true|2018-01-15 19:36:47|false|2017-02-22 10:04:20|15718|15722|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||958911|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032953|25457|8901691009124|Eveready digi led dl-02@1|1unit|115.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958901|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032954|25457|8901691010526|Eveready aaa battery @1|1unit|12.00|8.29|26297|false|true|0.00|0.00|(null)|0|true|2017-11-07 18:33:10|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958908|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032955|25457|8901691010533|Eveready aaa battery @1||4.47|4.47|26297|false|true|0.00|4.47|0|0|true|2017-09-19 11:55:11|(null)|2017-02-22 10:04:20|15718|639381|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false|0|958906|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|85060000|false|true|(null)|(null)|(null)|(null)
1032956|25457|8901691012001|Eveready ultima aaa battery @1||30.00|21.01|26297|false|true|0.00|30.00|(null)|(null)|true|2017-06-27 14:02:24|false|2017-02-22 10:04:20|15718|15722|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||958910|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032957|25457|8901691012742|Eveready led bulb 7 w @1|1unit|150.00|133.93|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958902|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85392930|false|true|(null)|(null)|(null)|(null)
1032958|25457|8901691013398|Eveready digi led dl-06 @1|1unit|115.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958900|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85392930|false|true|(null)|(null)|(null)|(null)
1032959|25457|8901691013664|Eveready led bulb 9w@1|1unit|175.00|0.00|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958904|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85392930|false|true|(null)|(null)|(null)|(null)
1032960|25457|8901691014883|Eveready ultima aa battery @1|1unit|35.00|31.25|26297|false|true|0.00|0.00|(null)|0|true|2017-02-22 10:04:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958909|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85060000|false|true|(null)|(null)|(null)|(null)
1032961|25457|8901691015682|Eveready digi led dl-45 @1|1unit|100.00|104.55|26297|false|true|0.00|0.00|(null)|0|true|2017-10-10 17:32:20|false|2017-02-22 10:04:20|15718|(null)|false|(null)|65403|||||1|(null)|(null)|(null)|false||958899|(null)|39287|39287|39287|(null)|(null)|(null)|(null)|(null)|(null)|85392930|false|true|(null)|(null)|(null)|(null)
1032962|25457|8901691016115|Eveready led bulb 5w @1||135.00|84.24|26297|false|true|0.00|135.00|(null)|0|true|2018-03-01 19:27:52|(null)|2017-02-22 10:04:20|15718|637515|false|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false|0|958903|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|85392930|false|false|(null)|(null)|(null)|0
1032963|25457|8901719272844|Milk candy @1||38.84|38.84|26297|false|true|0.00|38.84|(null)|0|true|2018-03-12 14:08:56|(null)|2017-03-13 08:21:36|15719|639993|(null)|(null)|65411|(null)|(null)|(null)|(null)|1|0|0|false|false||987122|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|18060000|false|true|(null)|(null)|(null)|0
1032964|25457|8901725101435|Jelimals @1||8.50|7.56|26297|false|true|0.00|8.50|0|0|true|2018-03-05 19:23:08|(null)|2017-02-27 19:54:22|15719|639381|(null)|(null)|65411|(null)|(null)|(null)|(null)|1|0|0|false|false||966386|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|false|18060000|false|true|(null)|(null)|(null)|(null)
1032965|25457|8901725101879|candyman||1.00|0.85|26297|false|true|0.00|1.00|(null)|(null)|true|2017-08-22 18:38:40|(null)|2017-03-28 11:49:24|15721|15721|(null)|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||1001303|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|17040000|false|true|(null)|(null)|(null)|(null)
1032966|25457|8901725142490|fruitee fun||50.00|41.55|26297|false|true|0.00|50.00|(null)|(null)|true|2018-03-05 19:23:10|(null)|2017-03-04 18:46:43|15719|15719|(null)|(null)|65403|(null)|(null)|(null)|(null)|1|0|0|false|false||978668|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|17040000|false|true|(null)|(null)|(null)|(null)
1032967|25457|8901725144104|candy||100.00|88.01|26297|false|true|0.00|100.00|(null)|(null)|true|2017-08-22 18:38:40|(null)|2017-03-04 18:46:43|15719|15719|(null)|(null)|65411|(null)|(null)|(null)|(null)|1|0|0|false|false||978669|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|18060000|false|true|(null)|(null)|(null)|(null)
1032968|25457|8906007670401|JOVEES WRINKLE CREAM@60GM||195.00|155.99|26299|false|true|0.00|195.00|(null)|(null)|true|2017-06-02 19:06:30|(null)|2017-06-02 19:06:30|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034579|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032969|25457|8906007670487|JOVEES CITRUS CLEANSING MILK@100ML||190.00|152.00|26299|false|true|0.00|190.00|(null)|(null)|true|2017-06-03 11:42:39|(null)|2017-06-03 11:42:39|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034621|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032970|25457|8906007670494|WHITE WATER LILY MOISTURISING LOTION@100ML||195.00|155.99|26299|false|true|0.00|195.00|(null)|(null)|true|2017-06-02 19:20:48|(null)|2017-06-02 19:20:48|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034589|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032971|25457|8906007670500|JOVEES ALOEVERA MOITURISING LOTION@100ML||195.00|155.99|26299|false|true|0.00|195.00|(null)|(null)|true|2017-06-03 11:44:14|(null)|2017-06-03 11:44:14|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034622|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032972|25457|8906007670517|JOVEES SUN BLOCK SPF-45@100GM||265.00|212.00|26299|false|true|0.00|265.00|(null)|(null)|true|2017-06-02 18:51:22|(null)|2017-06-02 18:51:22|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034566|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032973|25457|8906007670524|JOVEES SUN TAN PACK @100GM||185.00|136.41|26299|false|true|0.00|185.00|(null)|(null)|true|2017-11-17 10:27:30|(null)|2017-06-02 18:44:54|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034562|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032974|25457|8906007670531|JOVEES SUN BLOCK SPF-45@50GM||175.00|140.00|26299|false|true|0.00|175.00|(null)|(null)|true|2017-06-02 18:41:39|(null)|2017-06-02 18:41:39|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034560|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032975|25457|8906007670548|JOVEES ANTI HAIR LOSS SHAMPOO @250ML||215.00|172.00|26299|false|true|0.00|215.00|(null)|(null)|true|2017-06-02 17:58:08|(null)|2017-06-02 17:58:08|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034531|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032976|25457|8906007670555|JOVEES TEA TREE ANTI DANDRUFF SHAMPOO@125ML||145.00|116.00|26299|false|true|0.00|145.00|(null)|(null)|true|2017-06-02 17:56:22|(null)|2017-06-02 17:56:22|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034529|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032977|25457|8906007670609|JOVEES HONEY APPLE COND SHAMPOO@250ML||215.00|172.00|26299|false|true|0.00|215.00|(null)|(null)|true|2017-06-02 18:05:04|(null)|2017-06-02 18:05:04|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034540|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032978|25457|8906007670654|JOVEES FAIRNESS LOTION@100ML||205.00|164.00|26299|false|true|0.00|205.00|(null)|(null)|true|2017-06-02 18:23:53|(null)|2017-06-02 18:23:53|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034554|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032979|25457|8906007670678|JOVEES STRABEYY FACEWASH@50ML||85.00|62.65|26299|false|true|0.00|85.00|(null)|(null)|true|2017-11-17 10:27:30|(null)|2017-06-03 11:58:02|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034680|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032980|25457|8906007670685|JOVEES TEA TREE ANTI DANDRUFF SHAMPOO@250ML||230.00|184.00|26299|false|true|0.00|230.00|(null)|(null)|true|2017-06-02 17:54:43|(null)|2017-06-02 17:54:43|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034528|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032981|25457|8906007670715|JOVEES KAJAL STICK@3GM||125.00|100.00|26299|false|true|0.00|125.00|(null)|(null)|true|2017-06-02 18:14:31|(null)|2017-06-02 18:14:31|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034548|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032982|25457|8906007670753|JOVEES CLEANSING MILK@200ML||285.00|228.00|26299|false|true|0.00|285.00|(null)|(null)|true|2017-06-03 11:40:55|(null)|2017-06-03 11:40:55|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034620|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032983|25457|8906007670777|ALOEVERA MOISTIRISING LOTION@200ML||305.00|244.00|26299|false|true|0.00|305.00|(null)|(null)|true|2017-06-02 19:18:45|(null)|2017-06-02 19:18:45|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034588|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032984|25457|8906007670869|WHOTI WATER LILY MOISTURISING LOTION@200ML||305.00|244.00|26299|false|true|0.00|305.00|(null)|(null)|true|2017-06-02 19:16:57|(null)|2017-06-02 19:16:57|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034587|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032985|25457|8906007670906|JOVEES FAIRNESS CREAM@60GM||135.00|108.01|26299|false|true|0.00|135.00|(null)|(null)|true|2017-09-05 18:40:41|(null)|2017-06-02 19:01:40|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034575|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33049910|false|true|(null)|(null)|(null)|(null)
1032986|25457|8906007672023|JOVEES APPLE VERA MASSAGE GEL@100GM||145.00|116.00|26299|false|true|0.00|145.00|(null)|(null)|true|2017-06-02 19:00:20|(null)|2017-06-02 19:00:20|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034574|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032987|25457|8906007672047|JOVEES SUN COVER SPF-30@100GM||175.00|140.00|26299|false|true|0.00|175.00|(null)|(null)|true|2017-06-02 19:08:20|(null)|2017-06-02 19:08:20|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034580|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032988|25457|8906007672054|JOVEES SUN SCREEN GEL SPF -25@60GM||145.00|116.00|26299|false|true|0.00|145.00|(null)|(null)|true|2017-06-02 18:49:27|(null)|2017-06-02 18:49:27|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034564|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032989|25457|8906007672061|JOVEES CONDITIONING SHAMPOO@125ML||125.00|100.00|26299|false|true|0.00|125.00|(null)|(null)|true|2017-06-02 18:22:11|(null)|2017-06-02 18:22:11|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034553|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032990|25457|8906007672078|JOVEES ANTI HAIR LOSS SHAMPOO@125ML||125.00|100.00|26299|false|true|0.00|125.00|(null)|(null)|true|2017-06-02 18:36:50|(null)|2017-06-02 18:36:50|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034556|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032991|25457|8906007673099|JOVEES HERBAL HAIR CONDITIONER@250ML||215.00|172.00|26299|false|true|0.00|215.00|(null)|(null)|true|2017-06-02 17:52:55|(null)|2017-06-02 17:52:55|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034527|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032992|25457|8906007673112|JOVEES HAIR CONDITIONER@125ML||130.00|104.00|26299|false|true|0.00|130.00|(null)|(null)|true|2017-08-25 11:49:15|(null)|2017-06-02 18:54:34|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034569|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33050000|false|true|(null)|(null)|(null)|(null)
1032993|25457|8906007673136|JOVEES  FAIRNESS LOTION@200ML||310.00|247.99|26299|false|true|0.00|310.00|(null)|(null)|true|2017-06-02 18:17:12|(null)|2017-06-02 18:17:12|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034549|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1032994|25457|8906007674140|JOVEES GRAPE FACE WASH@120ML||165.00|121.65|26299|false|true|0.00|165.00|(null)|(null)|true|2017-11-17 10:27:30|(null)|2017-06-03 12:13:43|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034687|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1032995|25457|8906007674157|JOVEES GRAPE FACE WASH@50ML||95.00|76.00|26299|false|true|0.00|95.00|(null)|(null)|true|2017-06-03 12:12:19|(null)|2017-06-03 12:12:19|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034684|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1032996|25457|8906007674171|JOVEES APRICOT ALMONDS SCRUB@50GM||75.00|60.00|26299|false|true|0.00|75.00|(null)|(null)|true|2017-11-17 10:27:30|(null)|2017-06-03 12:16:37|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034690|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1032997|25457|8906007674188|JOVEES PAPAYA HONEY SCRUB@50GM||95.00|76.10|26299|false|true|0.00|95.00|(null)|(null)|true|2017-08-06 12:07:35|(null)|2017-06-03 11:54:39|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034678|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1032998|25457|8906007674287|JOVEES NEEM FACEWASH @120ML||155.00|124.00|26299|false|true|0.00|155.00|(null)|(null)|true|2017-06-03 11:30:02|(null)|2017-06-03 11:30:02|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034614|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1032999|25457|8906007675154|JOVEES PEARL FACE CREAM@60GM||385.00|308.00|26299|false|true|0.00|385.00|(null)|(null)|true|2017-06-03 11:31:54|(null)|2017-06-03 11:31:54|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034615|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33049910|false|true|(null)|(null)|(null)|(null)
1033000|25457|8906007675161|JOVEES PEARL FACEWASH@60GM||225.00|180.00|26299|false|true|0.00|225.00|(null)|(null)|true|2017-06-03 11:36:47|(null)|2017-06-03 11:36:47|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034618|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
1033001|25457|8906007675178|JOVEES PEARL PACK@60GM||245.00|196.00|26299|false|true|0.00|245.00|(null)|(null)|true|2017-06-03 11:33:29|(null)|2017-06-03 11:33:29|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034616|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|33040000|false|true|(null)|(null)|(null)|(null)
1033002|25457|8906007675215|JOVEES NEEM FACEWASH @50GM||90.00|72.00|26299|false|true|0.00|90.00|(null)|(null)|true|2017-06-03 12:19:35|(null)|2017-06-03 12:19:35|15721|15721|(null)|(null)|65508|(null)|(null)|(null)|(null)|1|0|0|false|false||1034692|false|39287|39287|39287|false|(null)|(null)|(null)|(null)|(null)|34013000|false|true|(null)|(null)|(null)|(null)
