ProductServicesID,UID,Code,Name,Price,Category
3143395,27305,RM1045,Capsicum Green,50.00,78080
3143396,27305,RM1046,Capsicum Red,150.00,78080
3143397,27305,RM1047,Capsicum Yellow,150.00,78080
3143352,27305,RM1002,Lemon Tea Mix,5.00,78080
3143353,27305,RM1003,Peach Tea Mix,0.25,78080
3143354,27305,RM1004,Orange Tea Mix,0.25,78080
3143355,27305,RM1005,Kashmiri Kahwa Pouch,5.90,78080
3143359,27305,RM1009,Hand Gloves,0.31,78080
3143360,27305,RM1010,Krusher Glass 350,1.20,78080
3143356,27305,RM1006,Ice Cube,12.00,78080
3143357,27305,RM1007,Water Glass,0.30,78080
3143358,27305,RM1008,Comfort Cap,1.20,78080
3143361,27305,RM1011,Krusher lid,1.42,78080
3143362,27305,RM1012,Paper Cup 100 ml Tea,0.60,78080
3143363,27305,RM1013,Pasta container,4.72,78080
3143364,27305,RM1014,Plastic Spoon,1.18,78080
3143365,27305,RM1015,Stirrer,0.59,78080
3143366,27305,RM1016,Straw,0.20,78080
3118280,27305,RM 239,Veg Momos,4.16,35541
3118282,27305,RM 240,Paneer Momos,5.00,35541
3118284,27305,RM 241,Cheese Momos,6.00,35541
3143367,27305,RM1017,Disposal Plates Big,1.20,78080
3119364,27305,265,Cheese Momos Steamed,46.00,77742
3120525,27305,268,Cheese Momos Fried,48.50,77742
3120632,27305,RM 242,Momos mix,5.00,35541
3120780,27305,270,Paneer Momos Pan Tossed,45.50,77742
3120810,27305,271,Cheese Momos Pan Tossed,50.50,77742
3143398,27305,RM1048,Green Chilli,40.00,78080
3143423,27305,RM1073,Tea,300.00,78080
3143424,27305,RM1074,Nutmeg Powder,882.00,78080
3143425,27305,RM1075,Duster,13.11,78080
3143426,27305,RM1076,Broom,53.51,78080
3143427,27305,RM1077,Dry Mope,150.25,78080
3143428,27305,RM1078,Wet Mope,195.11,78080
3143429,27305,RM1079,Wiper,150.25,78080
3143430,27305,RM1080,Scrubber,6.55,78080
3143431,27305,RM1081,Sponge Wipe,29.50,78080
3143432,27305,RM1082,clean wrap.,450.00,78080
3143433,27305,RM1083,hand wash,93.22,78080
3143434,27305,RM1084,Dish Wash Soap,29.85,78080
3143435,27305,RM1085,Room Freshner.,160.00,78080
3143436,27305,RM1086,Sugar Free Sachet,1.19,78080
3143399,27305,RM1049,Corriander leafs,40.00,78080
3143400,27305,RM1050,Cucumber,25.00,78080
3143401,27305,RM1051,Curd,122.50,78080
3143402,27305,RM1052,Water Bottle 1 Ltr,13.45,78080
3143403,27305,RM1053,Pizza Paste Sauce,142.86,78080
3143404,27305,RM1054,Pasta,105.26,78080
3143405,27305,RM1055,Olive Oil,276.19,78080
3143406,27305,RM1056,Paper bag Small,1.39,78080
3143407,27305,RM1057,Paper Bag Large,1.58,78080
3143408,27305,RM1058,Garbage Bag Small,7.56,78080
3143409,27305,RM1059,Garbage bag large,9.45,78080
3143410,27305,RM1060,Chips,130.00,78080
3143411,27305,RM1061,Sev Barik,85.00,78080
3143412,27305,RM1062,Masala Lemonade Mix,5.25,78080
3143413,27305,RM1063,Home Made Masala,525.00,78080
3143414,27305,RM1064,Coffee,401.31,78080
3143415,27305,RM1065,White Pasta Sauce Mix,5.25,78080
3143416,27305,RM1066,Luang powder,787.50,78080
3143417,27305,RM1067,Cinnamon powder,1302.00,78080
3143418,27305,RM1068,Black Pepper powder,882.00,78080
3143419,27305,RM1069,Elaichi Powder,1659.00,78080
3143420,27305,RM1070,Tray Mate,0.81,78080
3143421,27305,RM1071,Burger Wrapper,1.58,78080
3143422,27305,RM1072,Leaflets,1.26,78080
3143437,27305,RM1087,Jeeravan,183.75,78080
3143462,27305,RM1112,Strawberry crush,98.80,78080
3143463,27305,RM1113,Banana crush,95.39,78080
3143464,27305,RM1114,Herb Chilli Patty,7.02,78080
3143465,27305,RM1115,French Fries 6mm,262.81,78080
3143466,27305,RM1116,cooking cream,144.00,78080
3143467,27305,RM1117,Earl Grey Sachet,8.81,78080
3143468,27305,RM1118,Green Tea,7.67,78080
3143469,27305,RM1119,Corn,45.72,78080
3143470,27305,RM1120,C.K pasta Mix,5.00,78080
3143471,27305,RM1121,Water,12.00,78080
3143472,27305,RM1122,Green Chutney,250.00,78080
3143473,27305,RM1123,Noodles mix,5.00,78080
3143474,27305,RM1124,Burnt Garlic Mix,5.00,78080
3143475,27305,RM1125,White Sugar  Sachet,1.50,78080
3143438,27305,RM1088,Salt,16.00,78080
3143439,27305,RM1089,Honey,339.62,78080
3143440,27305,RM1090,rice,60.00,78080
3143441,27305,RM1091,Chai Masala,380.00,78080
3143442,27305,RM1092,Chat Masala,45.71,78080
3143443,27305,RM1093,Nutella,273.44,78080
3143444,27305,RM1094,Sugar,47.62,78080
3143445,27305,RM1095,Soya Oil,68.57,78080
3143446,27305,RM1096,Black Salt,30.00,78080
3143447,27305,RM1097,Oreo cookies,25.00,78080
3143448,27305,RM1098,Cheese,319.44,78080
3143449,27305,RM1099,Butter ,357.77,78080
3143450,27305,RM1100,Cheese slice,6.43,78080
3143451,27305,RM1101,Milk,49.00,78080
3143452,27305,RM1102,Green apple syrup,741.71,78080
3143453,27305,RM1103,Mint mojito syrup,540.00,78080
3143454,27305,RM1104,Water Bottle 500 ml,6.53,78080
3143455,27305,RM1105,Noodles ( Maggi ),106.94,78080
3143456,27305,RM1106,Garlic oregano,504.00,78080
3143457,27305,RM1107,Chilli Flakes,114.28,78080
3143458,27305,RM1108,Mango squash,117.00,78080
3143459,27305,RM1109,Kala Khatta squash,120.71,78080
3143460,27305,RM1110,Orange squash,117.00,78080
3143461,27305,RM1111,Kiwi Crush,110.66,78080
3143476,27305,RM1126,Tomato ketchup Sachet,0.74,78080
3143501,27305,RM1151,Momos mix,0.00,78080
3143502,27305,RM1152,Vada Patty,0.00,78080
3143503,27305,RM1153,Potato Wedges,0.00,78080
3143504,27305,RM1154,Smily,0.00,78080
3143505,27305,RM1155,Cheese Nuggets,0.00,78080
3143506,27305,RM1156,Chocolate Muffin,0.00,78080
3143507,27305,RM1157,Vanilla Muffin,0.00,78080
3143508,27305,RM1158,Sake Base Mix,0.00,78080
3143509,27305,RM1159,Chilli Onion Maggi Mix,0.00,78080
3143510,27305,RM1160,Doubble Masala Maggi Mix,0.00,78080
3143511,27305,RM1161,Pav Bread,0.00,78080
3143512,27305,RM1162,Carrot,0.00,78080
3143513,27305,RM1163,Cabbage,0.00,78080
3143477,27305,RM1127,CC Roll,12.00,78080
3143478,27305,RM1128,Printer Roll,33.00,78080
3143479,27305,RM1129,Piri Piri Masala,440.64,78080
3143480,27305,RM1130,Foil Box With Lid,2.50,78080
3143481,27305,RM1131,Voucher Book,30.00,78080
3143482,27305,RM1132,Baked Samosa,0.00,78080
3143483,27305,RM1133,Lemon Juice,175.00,78080
3143484,27305,RM1134,Salsa Sauce Mix,109.00,78080
3143485,27305,RM1135,Coffee Decoction,100.00,78080
3143486,27305,RM1136,Thandi Kaapi Base,85.00,78080
3143487,27305,RM1137,Vanilla Ice Cream,150.00,78080
3143488,27305,RM1138,Chocolate Ice Cream,195.00,78080
3143489,27305,RM1139,Shake Base,110.00,78080
3143490,27305,RM1140,cheezy jalapeno,118.08,78080
3143491,27305,RM1141,chai glass 100 ml,5.00,78080
3143492,27305,RM1142,Chunky Glass,20.00,78080
3143493,27305,RM1143,Chilli Garlic Spread,0.00,78080
3143494,27305,RM1144,Delivery,50.00,78080
3143495,27305,RM1145,Veg Patty,0.00,78080
3143496,27305,RM1146,Schezwan Sauce,0.00,78080
3143497,27305,RM1147,Tandoori Spread,0.00,78080
3143498,27305,RM1148,Veg Momos,0.00,78080
3143499,27305,RM1149,Paneer Momos,0.00,78080
3143500,27305,RM1150,Cheese Momos,0.00,78080
3233609,27305,RM 253,CK Chocolate,3.80,35541
3334523,27305,RM 254,Aam Panna Mix,6.00,35541
3334530,27305,272,Aam Panna,6.00,23694
