ProductServicesID,UID,Code,Name,Price,Category,ProductCat
223331,22575,FNP18,Single Sun Mum-Flower H-62 cm(KL-273-0761) Pink,30,9858,
223332,22575,FNP180,FNP-196 BOP,165,9858,
223333,22575,FNP181,Jaimala 4,1500,9858,
223334,22575,FNP182,Jaimala 6,1400,9858,
223335,22575,FNP183,FNP-204 Artificial Flower Fish Tail Green,295,9858,
223336,22575,FNP184,FNP-215 Rose With Bud Red,65,9858,Roses
223337,22575,FNP185,FNP-215 Rose With Bud White,65,9858,Roses
223338,22575,FNP186,FNP-216 Velvet Rose x 5 Red,125,9858,Roses
223339,22575,FNP187,FNP-216 Velvet Rose x 5 White,125,9858,Roses
223340,22575,FNP188,FNP-223 Single Velvet Rose Red,65,9858,Roses
223341,22575,FNP189,FNP-226 Calla Lily Bunch Orange,288,9858,
223342,22575,FNP19,Single Sun Mum-Flower H-62 cm(KL-273-0761) Red,30,9858,
223343,22575,FNP190,FNP-226 Calla Lily Bunch White,288,9858,
223344,22575,FNP191,FNP-230 Brassica Small L.Green,195,9858,
223345,22575,FNP192,FNP-230 Brassica Small Purple,195,9858,
223346,22575,FNP193,FNP-230 Brassica Small Red,195,9858,
223347,22575,FNP194,DX30664C  Ceramic Vase,350,9860,
223348,22575,FNP195,DX30668B  Ceramic Vase,375,9860,
223349,22575,FNP196,DX31543  Ceramic Vase,375,9860,
223350,22575,FNP197,DX31550  Ceramic Vase,475,9860,
223351,22575,FNP198,DX71005  Ceramic Vase,325,9860,
223352,22575,FNP199,Ceremic Pots S 21-14  White,42,9860,
223353,22575,FNP20,Single Sun Mum-Flower H-62 cm(KL-273-0761) Yellow,30,9858,
223354,22575,FNP200,FNP-11 Ceramic Vase White,195,9860,
223355,22575,FNP201,FNP-11 Ceramic Vase Yellow,195,9860,
223356,22575,FNP202,FNP-121 Ceramic Vase Red,225,9860,
223357,22575,FNP203,FNP-124 Ceramic Vase,275,9860,
223358,22575,FNP204,FNP-126 Ceramic Vase,225,9860,
223359,22575,FNP205,FNP-14 Ceramic Love Set Green,365,9860,
223360,22575,FNP206,FNP-15 Hanging Vase with Flowers,165,9860,
223361,22575,FNP207,FNP-17 Ceramic Vase Brown,85,9860,
223362,22575,FNP208,FNP-17 Ceramic Vase Grey,85,9860,
223363,22575,FNP209,FNP-17 Ceramic Vase Pink,85,9860,
223364,22575,FNP21,Tiger Orchids A2639 Pink,135,9858,
223365,22575,FNP210,FNP-180 Ceramic Cup  Small,325,9860,
223366,22575,FNP211,FNP-181 Ceramic Cup  Medium,625,9860,
223367,22575,FNP212,FNP-183 Ceramic Vase Green,325,9860,
223368,22575,FNP213,FNP-183 Ceramic Vase Pink,325,9860,
223369,22575,FNP214,FNP-18 Ceramic Vase Grey,85,9860,
223370,22575,FNP215,FNP-18 Ceramic Vase Offwhite,85,9860,
223371,22575,FNP216,FNP-20 Ceramic Vase,125,9860,
223372,22575,FNP217,FNP-23 Ceramic Vase,125,9860,
223373,22575,FNP218,FNP-72 Ceramic Vase,165,9860,
223374,22575,FNP219,FNP-73 Ceramic Vase,250,9860,
223375,22575,FNP22,Tiger Orchids A2639 Purple,135,9858,
223376,22575,FNP220,FNP-74 Ceramic Vase,95,9860,
223377,22575,FNP221,FNP-75 Ceramic Vase,65,9860,
223378,22575,FNP222,FNP-76 Ceramic Vase,145,9860,
223379,22575,FNP223,FNP-77 Ceramic Vase,145,9860,
223380,22575,FNP224,FNP-83 Ceramic Vase,65,9860,
223381,22575,FNP225,FNP-84 Ceramic Vase,65,9860,
223382,22575,FNP226,FNP-91 Ceramic Vase,150,9860,
223383,22575,FNP227,FNP-92 Ceramic Vase,150,9860,
223384,22575,FNP228,FNP-93 Ceramic Vase,150,9860,
223385,22575,FNP229,FNP-94 Ceramic Vase,65,9860,
223386,22575,FNP23,Venda Orchid D. Purple,165,9858,
223387,22575,FNP230,NS-1330-1,150,9860,
223388,22575,FNP231,NS-1333,150,9860,
223389,22575,FNP232,NS-1328-2,150,9860,
223390,22575,FNP233,FNP-147 Rattan Flower Pot,195,9868,
223391,22575,FNP234,FNP-148 Rattan Flower Pot,175,9868,
223392,22575,FNP235,FNP-149 Handle Basket Pink,195,9868,
223393,22575,FNP236,FNP-149 Handle Basket White,195,9868,
223394,22575,FNP237,NS-805-4  Round Rattan Basket Set of 3  Green,395,9868,
223395,22575,FNP238,NS-805-5  Round Rattan Basket Set of 3  Pink,395,9868,
223396,22575,FNP239,Imported Basket - Lb-29070 S/3-A (Brown),760,9868,
223397,22575,FNP24,Venda Orchid Green,165,9858,
223398,22575,FNP240,Imported Basket - Lb-29070 S/3-B (Brown),665,9868,
223399,22575,FNP241,Imported Basket - Lb-29070 S/3-C (Brown),475,9868,
223400,22575,FNP242,Imported Basket - Lw-8916 S/3-A (White),375,9868,
223401,22575,FNP243,Imported Basket - Lw-8916 S/3-B (White),375,9868,
223402,22575,FNP244,Imported Basket - Lw-8916 S/3-C (White),375,9868,
223403,22575,FNP245,NS-858  Curly Willow with Sun Flower  Yellow,265,9869,
223404,22575,FNP246,NS-859  Curly Willow with Small Roses  Purple,275,9869,Roses
223405,22575,FNP247,NS-859  Curly Willow with Small Roses  Red,275,9869,Roses
223406,22575,FNP248,NS-861  Curly Willow with Roses and Flowers  Purple,300,9869,Roses
223407,22575,FNP249,NS-861  Curly Willow with Roses and Flowers  White,300,9869,Roses
223408,22575,FNP25,Venda Orchid L. Purple,165,9858,
223409,22575,FNP250,NS-455 Salix Brown,110,9869,
223410,22575,FNP251,NS-455 Salix Orange,110,9869,
223411,22575,FNP252,NS-455 Salix Red,110,9869,
223412,22575,FNP253,NS-455 Salix White,110,9869,
223413,22575,FNP254,NS-455 Salix Yellow,110,9869,
223414,22575,FNP255,FNP-150 Dry Flower Red,325,9869,
223415,22575,FNP256,FNP-150 Dry Flower White,325,9869,
223416,22575,FNP257,FNP-153 Dry Flower Green,275,9869,
223417,22575,FNP258,FNP-153 Dry Flower Pink,275,9869,
223418,22575,FNP259,FNP-155 Dry Flower Red,325,9869,
223419,22575,FNP26,Small Wisteria X2 Heads (CH07200383) - Purple,105,9858,
223420,22575,FNP260,FNP-155 Dry Flower White,325,9869,
223421,22575,FNP261,FNP-158 Dry Flower White,295,9869,
223422,22575,FNP262,FNP-158 Dry Flower Yellow,295,9869,
223423,22575,FNP263,NS 423 Curly Willow Green,120,9869,
223424,22575,FNP264,NS 423 Curly Willow Orange,120,9869,
223425,22575,FNP265,NS 423 Curly Willow Red,120,9869,
223426,22575,FNP266,NS 423 Curly Willow White,120,9869,
223427,22575,FNP267,NS 423 Curly Willow Yellow,120,9869,
223428,22575,FNP268,NS 424 Noodle Stick Green,125,9869,
223429,22575,FNP269,NS 424 Noodle Stick Orange,125,9869,
223430,22575,FNP27,Small Wisteria X2 Heads (CH07200383) - White,105,9858,
223431,22575,FNP270,NS 424 Noodle Stick Red,125,9869,
223432,22575,FNP271,NS 424 Noodle Stick White,125,9869,
223433,22575,FNP272,NS 424 Noodle Stick Yellow,125,9869,
223434,22575,FNP273,Curly Willow With Glitter Berries PK5 Golden SFNP2,295,9869,
223435,22575,FNP274,Curly Willow With Glitter Berries PK5 Red SFNP2,295,9869,
223436,22575,FNP275,NS-631 Wooden Vase  Brown,120,9870,
223437,22575,FNP276,NS-633 Wooden Vase  Brown,125,9870,
223438,22575,FNP277,NS300-1 Candle holder small blue,165,9870,
223439,22575,FNP278,NS301 Candle holder small Orange,165,9870,
223440,22575,FNP279,Wooden Small Round Vase S39-4 Brown,70,9870,
223441,22575,FNP28,Renanculas x 9-D.Pink,225,9858,
223442,22575,FNP280,Wooden Small Round Vase S39-4 White,70,9870,
223443,22575,FNP281,NS 544 Shell,75,9870,
223444,22575,FNP282,NS-691  Soap Flower,360,9870,
223445,22575,FNP283,NS-692  Soap Flower,360,9870,
223446,22575,FNP284,NS-693  Soap Flower,150,9870,
223447,22575,FNP285,NS-694  Soap Flower,360,9870,
223448,22575,FNP286,NS-695  Soap Flower,170,9870,
223449,22575,FNP287,NS-696  Soap Flower,125,9870,
223450,22575,FNP288,NS-697  Soap Flower,150,9870,
223451,22575,FNP289,NS-698  Soap Flower,150,9870,
223452,22575,FNP29,Renanculas x 9-L.Pink,225,9858,
223453,22575,FNP290,Bucket Small-Mix Color,38,9870,
223454,22575,FNP291,Bucket Medium-Mix Color,60,9870,
223455,22575,FNP292,NS-653 Purple Pink Blue-1 each,95,9870,
223456,22575,FNP293,NS-654 Pink Blue-1 each,165,9870,
223457,22575,FNP294,NS-554-mix color,225,9870,
223458,22575,FNP295,NS-553-mix color,225,9870,
223459,22575,FNP296,FNP-21 Decorative Glass Vase,185,9870,
223460,22575,FNP297,FNP-22 Decorative Glass Vase,245,9870,
223461,22575,FNP298,FNP-96 Iron Flower Pot,295,9870,
223462,22575,FNP299,FNP-98 Iron Flower Pot,195,9870,
223463,22575,FNP30,Renanculas x 9-Purple,225,9858,
223464,22575,FNP300,FNP-140 Wooden Vase,175,9870,
223465,22575,FNP301,FNP-141 Wooden Vase,295,9870,
223466,22575,FNP302,FNP-142 Wooden Vase,125,9870,
223467,22575,FNP303,FNP-146 Wooden Vase,165,9870,
223468,22575,FNP304,NS-1344 Red,450,9870,
223469,22575,FNP305,NS-1347 Red,800,9870,
223470,22575,FNP306,NS-1348 MDF Vase Brown,800,9870,
223471,22575,FNP307,NS-1345 Plastic Vase Set of 2 Red,1400,9870,
223472,22575,FNP308,FNP-134 MDF Vase,950,9870,
223473,22575,FNP309,FNP-137 MDF Vase,1100,9870,
223474,22575,FNP31,Renanculas x 9-White,225,9858,
223475,22575,FNP310,NS 653 Cycle Basket Pink,95,9870,
223476,22575,FNP311,NS 653 Cycle Basket Purple,95,9870,
223477,22575,FNP312,T.Lite Cyrstal Holder 1 S 15-2,95,9870,
223478,22575,FNP313,Sw2114s29 Crystal Flowers-Blue,165,9864,
223479,22575,FNP314,Sw2114s29 Crystal Flowers-Orange,165,9864,
223480,22575,FNP315,Sw2114s29 Crystal Flowers-Red,165,9864,
223481,22575,FNP316,Sw2112s28 Crystal Flowers-BROWN,155,9864,
223482,22575,FNP317,Sw2112s28 Crystal Flowers-L.Pink,155,9864,
223483,22575,FNP318,Sw2112s28 Crystal Flowers-Peach,155,9864,
223484,22575,FNP319,Sw2112s28 Crystal Flowers-Red,155,9864,
223485,22575,FNP32,Gg-014 Traditional Rose Bud-Green,30,9858,Roses
223486,22575,FNP320,Sw 2113 S34 Crystal Flowers-Blue,155,9864,
223487,22575,FNP321,Sw 2113 S34 Crystal Flowers-Orange,155,9864,
223488,22575,FNP322,Sw 2113 S34 Crystal Flowers-Pink,155,9864,
223489,22575,FNP323,Sw 2113 S34 Crystal Flowers-Red,155,9864,
223490,22575,FNP324,FNP-16 Hanging Glass Vase,120,9871,
223491,22575,FNP325,FNP-41 Jar Glass Candle Holder,235,9871,
223492,22575,FNP326,FNP-42 Jar Glass Candle Holder,295,9871,
223493,22575,FNP327,FNP-43 Crystal Glass Vase Holder,65,9871,
223494,22575,FNP328,FNP-44 Crystal Glass Vase Holder,195,9871,
223495,22575,FNP329,FNP-53 Hanging Glass Vase,195,9871,
223496,22575,FNP33,Gg-014 Traditional Rose Bud-Peach,30,9858,Roses
223497,22575,FNP330,FNP-108 Crystal Glass Vase,235,9871,
223498,22575,FNP331,FNP-109 Crystal Glass Vase,235,9871,
223499,22575,FNP332,FNP-112 Coloured T.Light Holder,110,9871,
223500,22575,FNP333,FNP-57/60 Crystal Glass Vase,85,9871,
223501,22575,FNP334,FNP-61 Heart Shape Glass Vase,95,9871,
223502,22575,FNP335,FNP-59/62 Decorative Glass Vase,225,9871,
223503,22575,FNP336,FNP-63 Decorative Glass Vase,135,9871,
223504,22575,FNP337,FNP-64 Hanging Glass Bulb Vase Small,185,9871,
223505,22575,FNP338,FNP-65 Hanging Glass Bulb Vase Big,210,9871,
223506,22575,FNP339,NS 542 Small Crystal Vase 4.5 X 19.5 cm,75,9871,
223507,22575,FNP34,Gg-014 Traditional Rose Bud-Purple,30,9858,Roses
223508,22575,FNP340,NS 542 Big Crystal Vase5.5 X 24.5 cm,125,9871,
223509,22575,FNP341,NS 546 Crytal Vase Big,725,9871,
223510,22575,FNP342,FNP-58 Crystal Glass Vase,135,9871,
223511,22575,FNP343,FNP-101 Crystal Glass Vase,200,9871,
223512,22575,FNP344,FNP-132 Glass Vase,375,9871,
223513,22575,FNP345,FNP-131 Glass Vase,695,9871,
223514,22575,FNP346,FNP-129 Glass Vase,595,9871,
223515,22575,FNP347,NS-1409 Glass Vase Clear,235,9871,
223516,22575,FNP348,BV040-50S Clear with Slanted Top  Glass Vase,475,9871,
223517,22575,FNP349,BB394 Clear  Glass Vase,1100,9871,
223518,22575,FNP35,NS 232 Drooping Dancing Orchid D.Pink,175,9858,
223519,22575,FNP350,BB144-50  Clear  Glass Vase,850,9871,
223520,22575,FNP351,BB090 Clear  Glass Vase,1100,9871,
223521,22575,FNP352,BV980-60 Clear  Glass Vase,1150,9871,
223522,22575,FNP353,BV1208 Clear  Glass Vase,975,9871,
223523,22575,FNP354,BB350 Clear  Glass Vase,1700,9871,
223524,22575,FNP355,BB350-80 Clear  Glass Vase,2300,9871,
223525,22575,FNP356,BB090 Clear  Glass Vase,1100,9871,
223526,22575,FNP357,BB090-80 Clear  Glass Vase,1950,9871,
223527,22575,FNP358,"Cane Basket Boat 7x5""",36,9859,
223528,22575,FNP359,CANE BASKET BOAT SHAPE 9x6,51,9859,
223529,22575,FNP36,NS 232 Drooping Dancing Orchid Green,175,9858,
223530,22575,FNP360,Pooja Handle Oval Small,46,9859,
223531,22575,FNP361,Cane Basket Oval 14/10 W/ Handle,85,9859,
223532,22575,FNP362,Cane Basket Oval 16/12 W/ Handle,110,9859,
223533,22575,FNP363,Cane Basket Oval 18/12 W/ Handle,125,9859,
223534,22575,FNP364,"Cane Basket Oval 11X7""",47,9859,
223535,22575,FNP365,Cane Basket Oval 13x9,60,9859,
223536,22575,FNP366,"Cane Basket Oval 5x3""",20,9859,
223537,22575,FNP367,"Cane Basket Oval 7X5""",29,9859,
223538,22575,FNP368,"Cane Basket Oval-9x6""",42,9859,
223539,22575,FNP369,Cane Basket Round 12'',60,9859,
223540,22575,FNP37,NS 232 Drooping Dancing Orchid L.Pink,175,9858,
223541,22575,FNP370,"Cane Basket Round 5""",20,9859,
223542,22575,FNP371,"Cane Basket Round 7""",33,9859,
223543,22575,FNP372,"Cane Basket Round 9""",43,9859,
223544,22575,FNP373,"Cane Basket Square 9""",125,9859,
223545,22575,FNP374,"Ball Candle 2""  Golden",245,6103,
223546,22575,FNP375,"Ball Candle 2"" Pink",210,6103,
223547,22575,FNP376,"Ball Candle 2"" Red",210,6103,
223548,22575,FNP377,"Ball Candle 2"" Silver",245,6103,
223549,22575,FNP378,"Ball Candle 2"" White",210,6103,
223550,22575,FNP379,"Ball Candle 3"" Yellow",345,6103,
223551,22575,FNP38,NS 232 Drooping Dancing Orchid Yellow,175,9858,
223552,22575,FNP380,"Ball Candle 4 "" Red",555,6103,
223553,22575,FNP381,"Ball Candle 4 "" Silver",665,6103,
223554,22575,FNP382,LED T.Light Candle(IS),22,6103,
223555,22575,FNP383,Spiral Candle Pack of 12 Golden,245,6103,
223556,22575,FNP384,Spiral Candle Pack of 12 Silver,245,6103,
223557,22575,FNP385,Spiral Candle Pack of 12 Red,210,6103,
223558,22575,FNP386,Taper Candle Pack of 12 White,210,6103,
223559,22575,FNP387,Taper Candle Pack of 12 Red,210,6103,
223560,22575,FNP388,Pillar Candle 3x3,95,6103,
223561,22575,FNP389,Pillar Candle 3x6,185,6103,
223562,22575,FNP39,NS-335 Phalenopsis D.Pink,155,9858,
223563,22575,FNP390,Pillar Candle 3x9,265,6103,
223564,22575,FNP391,T.Light Candle Set of 50,175,6103,
223565,22575,FNP392,Floating Candle Pack of 4 (MH),48,6103,
223566,22575,FNP393,Ying Yang Design Wooden Gift Set(Candle),240,6103,
223567,22575,FNP394,Wooden Rectangular T Light Holder (Candle),260,6103,
223568,22575,FNP395,Small Shell Candle,130,6103,
223569,22575,FNP396,Pillar Gift Set of 3 with Stone Candle,520,6103,
223570,22575,FNP397,Diffuser P415 (PB),225,6103,
223571,22575,FNP398,Electric Buddha (PB),375,6103,
223572,22575,FNP399,Electric Diffuser OB-64 (PB),195,6103,
223573,22575,FNP40,NS 335 Phalenopsis Green,155,9858,
223574,22575,FNP400,Votive Fragrance Candle Pack of 4 (VK),155,6103,
223575,22575,FNP401,Om Glass Tea Light Holder,150,6103,
223576,22575,FNP402,Aluminium Cone,210,9862,
223577,22575,FNP403,Barrel Big,316,9862,
223578,22575,FNP404,Barrel Med,280,9862,
223579,22575,FNP405,Barrel Small,198,9862,
223580,22575,FNP406,"Iron Cone Stand 18x8.5""",315,9862,
223581,22575,FNP407,Wraping Sheet Stand,3600,9862,
223582,22575,FNP408,Fnp Price Sticker (126),16,9862,
223583,22575,FNP409,Fnp Tag Square,0.25,9862,
223584,22575,FNP41,NS-335 Phalenopsis Peach,155,9858,
223585,22575,FNP410,Flower Factor Book,50,9862,
223586,22575,FNP411,Cake Box Big,8,9862,Cake Box
223587,22575,FNP412,Cake Box Small ( 8x8x5),7.25,9862,Cake Box
223588,22575,FNP413,Led Light,4500,9862,
223589,22575,FNP414,Fnp Paper Bag Big,10,9862,
223590,22575,FNP415,Fnp Paper Bag Small,8,9862,
223591,22575,FNP416,Single Flower Bag,11,9862,
223592,22575,FNP417,Basket Flower Bag,17,9862,
223593,22575,FNP418,Atm Spray Clear,140,9863,
223594,22575,FNP419,Atm Spray Kobe Golden,150,9863,
223595,22575,FNP42,NS 335 Phalenopsis Red,155,9858,
223596,22575,FNP420,Atm Spray Kobe L.Pink,140,9863,
223597,22575,FNP421,Atm Spray Kobe Orange,140,9863,
223598,22575,FNP422,Atm Spray Kobe Purple,140,9863,
223599,22575,FNP423,Atm Spray Kobe Red,140,9863,
223600,22575,FNP424,Atm Spray Kobe Silver,140,9863,
223601,22575,FNP425,Atm Spray Kobe L.Blue,140,9863,
223602,22575,FNP426,Catalogue,25,9863,
223603,22575,FNP427,New Catalouge,40,9863,
223604,22575,FNP428,Cellotape Bundle,75,9863,
223605,22575,FNP429,Double Tape,15,9863,
223606,22575,FNP43,NS-404 Long Drooping Orchid Green,225,9858,
223607,22575,FNP430,Green Tape,10,9863,
223608,22575,FNP431,Chul Tar,105,9863,
223609,22575,FNP432,Flower Food,5,9863,
223610,22575,FNP433,Glitter 10gm Pouch,120,9863,
223611,22575,FNP434,Glu Gun,230,9863,
223612,22575,FNP435,GLU GUN STICK (PACK OF-20),180,9863,
223613,22575,FNP436,Green T Shirt ( Mali),370,9863,
223614,22575,FNP437,Apron,155,9863,
223615,22575,FNP438,Mesh,9,9863,
223616,22575,FNP439,Murga Jali Small,175,9863,
223617,22575,FNP44,NS-404 Long Drooping Orchid White,225,9858,
223618,22575,FNP440,Oasis Choice,350,9863,
223619,22575,FNP441,Pebbles Coloured,15,9863,
223620,22575,FNP442,Pebbles Gold/silver,20,9863,
223621,22575,FNP443,Plastic Jali,350,9863,
223622,22575,fnp444,Drycina,9,6108,
223623,22575,FNP445,Plastic Wire 500yard Golden,60,9863,
223624,22575,FNP446,Plastic Wire 500yard Red,160,9863,
223625,22575,FNP447,Plastic Wire 500yard Silver,160,9863,
223626,22575,FNP448,Scissor,80,9863,
223627,22575,FNP449,Tape Dispenser,48,9863,
223628,22575,FNP45,Drooping Long Orchid Purple,225,9858,
223629,22575,FNP450,Water Spry Big,110,9863,
223630,22575,FNP451,Wire 24 No.,90,9863,
223631,22575,FNP452,Ribbon 40 Yards S 19-1  Gold,125,9863,
223632,22575,FNP453,Ribbon 40 Yards S 19-1 White,125,9863,
223633,22575,FNP454,Ribbon 40 Yards S 19-1 Yellow,125,9863,
223634,22575,FNP455,Ribbon 40 Yards S 19-1  Green,125,9863,
223635,22575,FNP456,Ribbon 40 Yards S 19-1  Red,125,9863,
223636,22575,FNP457,Ribbon 40 Yards S 19-1  L.Pink,125,9863,
223637,22575,FNP458,Ribbon 40 Yards S 19-1  D.Pink,125,9863,
223638,22575,FNP459,Ribbon 40 Yards S 19-1 Silver,125,9863,
223639,22575,FNP46,Exclusive Glads-D.Pink,165,9858,
223640,22575,FNP460,Ribbon 40 Yards S 19-1  Purple,125,9863,
223641,22575,FNP461,Cellophane FNP Logo Blue,130,9861,
223642,22575,FNP462,Cellophane FNP Logo Orange,130,9861,
223643,22575,FNP463,Cellophane FNP Logo Pink,130,9861,
223644,22575,FNP464,Cellophane FNP Logo Red,130,9861,
223645,22575,FNP465,Cellophane FNP Logo White,130,9861,
223646,22575,FNP466,Cellophane FNP Logo Yellow,130,9861,
223647,22575,FNP467,Non Wooven Off White ( Pack of-100),600,9861,
223648,22575,FNP468,Non Wooven Orange (Pack of 100 ),600,9861,
223649,22575,FNP469,Non Wooven Pink ( Pack of-100),600,9861,
223650,22575,FNP47,Exclusive Glads-L.Pink,165,9858,
223651,22575,FNP470,Non Wooven Red( Pack of-100),600,9861,
223652,22575,FNP471,Non Wooven White ( Pack of 100 ),600,9861,
223653,22575,FNP472,Non Wooven Yellow  ( Pack of 100 ),600,9861,
223654,22575,FNP473,Net White,8.5,9861,
223655,22575,FNP474,Net Golden,6.5,9861,
223656,22575,FNP475,Organdi-L.Pink,32,9861,
223657,22575,FNP476,Organdi-White,32,9861,
223658,22575,FNP477,Designer Bags Bottle Size ( Pack of 5),135,9861,
223659,22575,FNP478,Designer Bags New Medium ( Pack of 5) ,125,9861,
223660,22575,FNP479,Designer Bags New Small ( Pack of 5) ,100,9861,
223661,22575,FNP48,Exclusive Glads-Purple,165,9858,
223662,22575,FNP480,Designer Bags New Large ( Pack of 5)  ,163,9861,
223663,22575,FNP481,Jute Mat Bleach,400,9861,
223664,22575,FNP482,Jute Mat Red,400,9861,
223665,22575,FNP483,Jute Mat  Green,400,9861,
223666,22575,FNP484,Jute Mat Yellow,400,9861,
223667,22575,FNP485,NS-1028  Packing Paper 60 X 60cm  PKT/20PCS,250,9861,
223668,22575,FNP486,NS-1029  Packing Paper 60 X 60cm  PKT/20PCS,225,9861,
223669,22575,FNP487,NS-1030  Packing Paper 60 X 60cm  PKT/20PCS,225,9861,
223670,22575,FNP488,NS-1037  Packing Paper 60 X 60cm  PKT/20PCS,250,9861,
223671,22575,FNP489,NS-879  Five Line Ribbon  Purple,110,9861,
223672,22575,FNP49,NS 425 Mini Daisy Bunch Pink,40,9858,
223673,22575,FNP490,NS-879  Five Line Ribbon  Red,110,9861,
223674,22575,FNP491,NS-880  Self Dotted Three Line Ribbon  D.Pink,135,9861,
223675,22575,FNP492,NS-880  Self Dotted Three Line Ribbon  Yellow,135,9861,
223676,22575,FNP493,NS-876  Web Roll   Blue,225,9861,
223677,22575,FNP494,NS-876  Web Roll  Off White,225,9861,
223678,22575,FNP495,NS-877  Glitter Roll  Pink,225,9861,
223679,22575,FNP496,NS-877  Glitter Roll  Silver,225,9861,
223680,22575,FNP497,Acrylic Paper(Pack of 100),580,9861,
223681,22575,FNP498,Art Paper Golden ( Pack of 25),150,9861,
223682,22575,FNP499,Art Paper Silver ( Pack of 25),150,9861,
223683,22575,FNP50,NS 436 Gypso Bunch Purple,65,9858,
223684,22575,FNP500,Crape Paper S13-1  D.Pink,25,9861,
223685,22575,FNP501,Crape Paper S13-1  D.Red,25,9861,
223686,22575,FNP502,Crape Paper S13-1  Lemon,25,9861,
223687,22575,FNP503,Crape Paper S13-1  Orange,25,9861,
223688,22575,FNP504,Crape Paper Blue,25,9861,
223689,22575,FNP505,Raffia 100g  - Aurora Red,80,9861,
223690,22575,FNP506,Raffia 100g  - Bleached,80,9861,
223691,22575,FNP507,Raffia 100g  - Carrot Orange,80,9861,
223692,22575,FNP508,Raffia 100g  - Fern Green,80,9861,
223693,22575,FNP509,Raffia 100g  - Fuchsia Pink,80,9861,
223694,22575,FNP51,NS 449 Peony x 5 D.Pink,165,9858,
223695,22575,FNP510,Raffia 100g  - Purple Wine,80,9861,
223696,22575,FNP511,Raffia 100g  - Yellow,80,9861,
223697,22575,FNP512,NS 241 Rose Petal White,30,9861,Rose Petal
223698,22575,FNP513,NS 241 Rose Petal Red,30,9861,Rose Petal
223699,22575,FNP514,NS 241 Rose Petal L.Green,30,9861,Rose Petal
223700,22575,FNP515,NS 241 Rose Petal Yellow-Orange Shaded,30,9861,Rose Petal
223701,22575,FNP516,A001-Dotted Packing material-Any two color,195,9861,
223702,22575,FNP517,A002-Dotted Roll-Any two color,140,9861,
223703,22575,FNP518,NS-370 Metallic Paper Roll-Any two color,250,9861,
223704,22575,FNP519,FNP-161 Packing Paper Pink,150,9861,
223705,22575,FNP52,NS 449 Peony x 5 D.Purple,165,9858,
223706,22575,FNP520,FNP-161 Packing Paper Red,150,9861,
223707,22575,FNP521,FNP-162 Packing Paper Blue,55,9861,
223708,22575,FNP522,FNP-162 Packing Paper Pink,55,9861,
223709,22575,FNP523,FNP-163 Packing Paper Green,55,9861,
223710,22575,FNP524,FNP-163 Packing Paper Red,55,9861,
223711,22575,FNP525,FNP-166 Packing Paper Purple,210,9861,
223712,22575,FNP526,FNP-166 Packing Paper Red,210,9861,
223713,22575,FNP527,FNP-167 Packing Paper Red,325,9861,
223714,22575,FNP528,FNP-167 Packing Paper White,325,9861,
223715,22575,FNP529,FNP-170 Packing Paper White,240,9861,
223716,22575,FNP53,NS 449 Peony x 5 L.Pink,165,9858,
223717,22575,FNP530,FNP-171 Flower Sleeve,150,9861,
223718,22575,FNP531,FNP-173 Packing Paper Blue,195,9861,
223719,22575,FNP532,FNP-173 Packing Paper Brown,195,9861,
223720,22575,FNP533,FNP-174 Packing Paper Brown,210,9861,
223721,22575,FNP534,FNP-174 Packing Paper Green,210,9861,
223722,22575,FNP535,FNP-176 Fancy Ribbon Pack of 5,175,9861,
223723,22575,FNP536,FNP-177 Fancy Ribbon Pack of 3,180,9861,
223724,22575,FNP537,FNP-178 Fancy Ribbon,125,9861,
223725,22575,FNP538,Exclusive Mesh,15,9861,
223726,22575,FNP539,Mesh Imp,10,9861,
223727,22575,FNP54,NS 449 Peony x 5 Yellow,165,9858,
223728,22575,FNP540,Crystal Beads S 15-1  D.Blue,120,9861,
223729,22575,FNP541,Crystal Beads S 15-1  L.Blue,120,9861,
223730,22575,FNP542,Crystal Beads S 15-1  Orange,120,9861,
223731,22575,FNP543,Crystal Beads S 15-1  Purple,120,9861,
223732,22575,FNP544,Crystal Beads S 15-1  L.Pink,120,9861,
223733,22575,FNP545,Crystal Beads S 15-1  Green,120,9861,
223734,22575,FNP546,Crystal Beads S 15-1  White,120,9861,
223735,22575,FNP547,Crystal Beads S 15-1  Red,120,9861,
223736,22575,FNP548,Crystal Beads S 15-1  Yellow,120,9861,
223737,22575,FNP549,NS 315 Rassi Bundle Brown,175,9861,
223738,22575,FNP55,NS 510 Tulip Orange,135,9858,
223739,22575,FNP550,NS 315 Rassi Bundle White,175,9861,
223740,22575,FNP551,NS 315 Rassi Bundle Pink,175,9861,
223741,22575,FNP552,NS 314 Rassi Pack of 12,240,9861,
223742,22575,FNP553,Curly Moss Pack of (500 Gr.) Natural,160,9865,
223743,22575,FNP554,Curly Moss Pack of (500 Gr.) Red,160,9865,
223744,22575,fnp555,drycina,9,6108,
223745,22575,FNP556,Curly Pod (Pack of 500 Gr.) Golden,175,9865,
223746,22575,FNP557,Fiber Branch Stick Green,95,9865,
223747,22575,FNP558,Green Moss  (250 Gm.),83,9865,
223748,22575,FNP559,Jute Pink,225,9865,
223749,22575,FNP56,NS 510 Tulip Pink,135,9858,
223750,22575,FNP560,Jute Red,225,9865,
223751,22575,FNP561,Raffia NM-Red,80,9865,
