ProductServicesID,OrigName,Name
99400,Birds Of Paradise Red_FFLBirdA002,Birds Of Paradise Red_Fflbirda002
3329349,Birthday Cap (FNP Baluganj),Birthcap Cap
99605,Birthday Caps GEGBirtA001,Birthcap Cap
2935788,Black Forest,Blackforest Cake
1777627,BLACK FOREST ,Blackforest Cake
1777716,BLACK FOREST ,Blackforest Cake
1777753,BLACK FOREST ,Blackforest Cake
2935710,Black forest  1 kg,Blackforest Cake
2935750,Black forest 1/2 kg,Blackforest Cake
99044,Black Forest and Flowers,Blackforest Cake
2925083,Black Forest and Flowers Eggless Deluxe,Blackforest Cake
2945805,Black Forest and Flowers Eggless Standard,Blackforest Cake
3052701,Black Forest and Flowers Standard,Blackforest Cake
2901228,Black Forest Cake 1 kg,Blackforest Cake
2908373,Black Forest Cake 1 kg(FNP AGRA),Blackforest Cake
2901219,Black Forest Cake 500gm,Blackforest Cake
2908374,Black Forest Cake 500gm(FNP AGRA),Blackforest Cake
2844367,Black Forest Cake Half kg,Blackforest Cake
2670620,Black Forest Cake Half kg Eggless,Blackforest Cake
2775749,black forest cake one kg(fnp agra),Blackforest Cake
3239629,Black Forest Doughnut(FNP BALUGANJ),Blackforest Doughnut
2920425,Black Forest Pastry(FNP AGRA),Blackforest Pastry
2944048,Black Forest Pastry(FNP BALUGANJ),Blackforest Pastry
99294,Black Forest_1000_CAKBlacA002,Blackforest Cake
99256,Black Forest_2000_CAKBlacA003,Blackforest Cake
99297,Black Forest_3000_CAKBlacA004,Blackforest Cake
99288,Black Forest_500_CAKBlacA001,Blackforest Cake
99753,Black Round Vase Height 4 Inches_VASBLACE001,Black Round Vase Height 4 Inches_Vasblace001
1310607,BLACKFOREST CAKE - 1 KG,Blackforest Cake
1310616,BLACKFOREST CAKE - 500 GM,Blackforest Cake
1311661,BLACKFOREST CAKE 1 KG,Blackforest Cake
2929955,Blackforest Cake 500gms,Blackforest Cake
2926722,BLACKFOREST PESTIGE,Blackforest Cake
98729,Blesses and Wishes,Blesses And Wishes
98990,Blissful Beauty Bouquet,Blissful Beauty Bouquet
98265,Bloom in Love,Bloom In Love
98389,Bloom Paradise,Bloom Paradise
98266,Blooming and Melodious,Blooming And Melodious
98991,Blooming Beauty,Blooming Beauty
98280,Blooming Carnations,Carnations
98812,Blooming Love,Blooming Love
98311,Blooming Masterpiece,Blooming Masterpiece
1777606,Blue berry Cheese cake,Blue Berry Cheese Cake
1777643,Blue berry Cheese cake,Blue Berry Cheese Cake
2853047,blue orchid,Orchids
2853290,blue orchid,Orchids
3316810,Blue Orchids Arrangement,Orchids
99749,Blue Ribbon Square Tray 9X9 inches_TRYBLUEE001,Invalid
2673048,blueberry cake,Blueberry Cake
1777600,BLUEBERRY cream cake,Blueberry Cream Cake
1777637,BLUEBERRY cream cake,Blueberry Cream Cake
1777726,BLUEBERRY cream cake,Blueberry Cream Cake
99246,Blueberry_1000_CAKBlueA002,Blueberry Cake
99258,Blueberry_2000_CAKBlueA003,Blueberry Cake
99292,Blueberry_3000_CAKBlueA004,Blueberry Cake
99280,Blueberry_500_CAKBlueA001,Blueberry Cake
98797,Blush,Blush
98992,Blush Fresh,Blush
98834,Blushes Pink,Blush
98730,Blushing Roses,Roses
3231516,Blushing With Red Roses,Red Roses
99771,Boat Vase - 5 inches width_VASBOATE001,Boat Vase
1310606,Bonasi Plant (FNP),Bonsai
3267325,bookey,Bookey
3267327,bookey,Bookey
1310589,BOP,Bop
620454,BOP ORANGE,Bop Orange
1983633,Bottom Cutting Rectangle Tray 8 x 12 AE3,Invalid
98889,Boundless Love,Boundless Love
3308812,Boundless Love Combo Eggless,Boundless Love
98578,Bounty 57gms CHCBounA001,Bounty
99084,Bouquet N Greeting Card,Bouquet N Greeting Card
98590,Bournville 145gms CHCBourA004,Bournville
98591,Bournville 80gms CHCBourA003,Bournville
3126545,Bournville chocolate (fnp agra),Bournville
2608304,Box Of 200 Gms Ferrero Rocher with gift wraping,Ferraro Rocher
98685,bracelet-rakhi GEGBRACA001,Rakhi
3268744,Brawn Bread(FNP BALUGANJ),Brawn Bread
3068512,Bread Sticks(BALUGANJ),Bread Sticks
2917180,Bread(FNP AGRA),Bread
98211,Breath Taking Roses,Roses
98798,Bright Blush,Bright Blush
98435,Bright Fervor EXDFNP33,Bright Forever
98281,Bright Heart,Bright Heart
98993,Bright Hues Hamper,Bright Hues Hamper
98282,Bright Magic,Bright Magic
98903,Bright Mix,Bright Mix
98731,Bright n Brimming,Bright N Brimming
98212,Bright N Sunny,Bright N Sunny
98885,Bright Side of Life,Bright Side Of Life
98436,Bright Sunshine,Bright Sunshine
98796,Brighten Their Day Combo,Brighten Their Day Combo
98827,Brighten Up,Brighten Up
2996166,BRIGHTEN UP STANDARD,Brighten Up Standard
3308866,Brighten Up Standard,Brighten Up Standard
98490,Brightly Blanc,Brightly Blanc
98390,Brightness Display,Brightness Display
2998837,Brillo Cold Glaze Pineapple 2.5kg,Pineapple Cake
2855761,Bringing Good Luck Deluxe,Bringing Good Luck Deluxe
3077760,Bringing Good Luck Standard,Bringing Good Luck Standard
99735,Britannia Bourbon 120gm_PSGBRITE001,Britannia Bourbon
99690,Broomliad Plant_PLTBROOE001,Broomliad Plant_Pltbrooe001
99758,Brown Plastic Vase Height 3 Inches_VASBROWE001,Plastic Vase
1777704,BROWNIE CAKE,Brownie Cake
1777741,BROWNIE CAKE,Brownie Cake
2979521,Brownie(FNP BALUGANJ),Brownie Cake
1591399,Bucket Small  (R) Green,Invalid
620744,Bucket Small-Mix Color,Invalid
1311230,BUDDHA CANDLE HOLDER - 13KC1007,Buddha Candle Holder - 13Kc1007
1777673,Bule berry cup cale,Bule Berry Cup Cale
2896137,bunch,Bunch
98913,Bunch of Orchids,Orchids
2815525,BUNCH OF YELLO ROSES,Yellow Roses
2962282,Burger Bun(FNP BALUGANJ),Burger Buns
2944055,Burger(FNP BALUGANJ),Burger
99245,Butter Cream_1000_CAKButtA008,Butter Cream Cake
99257,Butter Cream_2000_CAKButtA003,Butter Cream Cake
99290,Butter Cream_3000_CAKButtA004,Butter Cream Cake
99285,Butter Cream_500_CAKButtA006,Butter Cream Cake
1777651,butter scotch,Butter Scotch Cake
1777662,butter scotch,Butter Scotch Cake
2935866,Butter scotch,Butter Scotch Cake
1311657,BUTTER SCOTCH 1 KG,Butter Scotch Cake
2935759,Butter Scotch 1/2 kg,Butter Scotch Cake
2783963,butter scotch cake half kg(fnp agra),Butter Scotch Cake
2936206,Butter Scotch Pastry,Butter Scotch Cake
1777628,BUTTERSCOTCH,Butter Scotch Cake
1777717,BUTTERSCOTCH,Butter Scotch Cake
1777754,BUTTERSCOTCH,Butter Scotch Cake
98551,Butterscotch _1000_CAKButtA007,Butter Scotch Cake
99249,Butterscotch _2000_CAKButtA009,Butter Scotch Cake
99270,Butterscotch _3000_CAKButtA010,Butter Scotch Cake
99267,Butterscotch _500_CAKButtA005,Butter Scotch Cake
1310959,BUTTERSCOTCH CAKE - 1 KG,Butter Scotch Cake
1310953,BUTTERSCOTCH CAKE - 500 GM,Butter Scotch Cake
2901218,Butterscotch Cake 1 kg,Butter Scotch Cake
2908369,Butterscotch Cake 1 kg(FNP AGRA),Butter Scotch Cake
3229546,Butterscotch Cake 2Kg,Butter Scotch Cake
2901227,Butterscotch Cake 500gm,Butter Scotch Cake
2908371,Butterscotch Cake 500gm(FNP AGRA),Butter Scotch Cake
3245465,Butterscotch Cake 500gms,Butter Scotch Cake
2624479,Butterscotch Cake Half kg,Butter Scotch Cake
2821341,Butterscotch Cake Half kg Eggless,Butter Scotch Cake
3330260,Butterscotch Delight Photo Cake 1kg Eggless (FNP CAKE),Butter Scotch Cake
2914387,Butterscotch Pastry(FNP AGRA),Butter Scotch Pastry
2944046,Butterscotch Pastry(FNP BALUGANJ),Butter Scotch Pastry
620806,BV1208 Clear  Glass Vase,Glass Vase
99375,Cadbury Bournville Cranberry Chocolate 80gm_CHCCADBE002,Bournville
99381,Cadbury Bournville Raisin & Nut Chocolate 80gm_CHCCADBE001,Bournville
98886,Cadbury Carnival EXFNP117,Cadbury Carnival Exfnp117
724937,Cadbury Celebration 135 gm,Cadbury Celebration
2789668,cadbury celebration 135gm (fnp agra),Cadbury Celebration
2740374,cadbury celebration 141gm,Cadbury Celebration
2999484,Cadbury celebration 141gm,Cadbury Celebration
1310567,Cadbury Celebration 161.4g,Cadbury Celebration
1341922,CADBURY CELEBRATION 177.8GM,Cadbury Celebration
2782216,cadbury celebration 199 gm(fnp agra),Cadbury Celebration
2725996,cadbury celebration@141gm,Cadbury Celebration
99348,Cadbury Celebrations Rich Dry Fruit Chocolate 177gm_CHCCADBE004,Cadbury Celebration
1310569,CADBURY CELERATION RD,Cadbury Celebration
98573,Cadbury Dairy Milk 38gms CHCCadbA010,Cadbury Dairy Milk
98587,Cadbury Dairy Milk Chocolate 14gms CHCCadbA007,Cadbury Dairy Milk
2775930,Cadbury dairy milk chocolate(fnp agra),Cadbury Dairy Milk
98585,Cadbury Dairy Milk Fruit and Nut 145gms CHCCadbA017,Cadbury Dairy Milk Fruit And Nut
98574,Cadbury Dairy Milk Fruit and Nut 38gms CHCCadbA016,Cadbury Dairy Milk Fruit And Nut
98575,Cadbury Dairy Milk Silk 150gms CHCCadbA015,Cadbury Dairy Milk Silk
98576,Cadbury Dairy Milk Silk 60gms CHCCadbA013,Cadbury Dairy Milk Silk
98592,Cadbury Dairy Milk Silk Roast Almond 145gms CHCCadbA019,Cadbury Dairy Milk Silk Roast Almond
98593,Cadbury Dairy Milk Silk Roast Almond 60gms CHCCadbA018,Cadbury Dairy Milk Silk Roast Almond
2945077,Cadbury Dairymilk,Cadbury Dairy Milk
1335024,CADBURY DAIRYMILK SILK,Cadbury Dairy Milk Silk
1339266,CADBURY DAIRYMILK SILK 60GM,Cadbury Dairy Milk Silk
98577,Cadbury Five Star CHCCadbA009,Cadbury Five
1335428,Cadbury Fruit N Nut Dairy Milk 38gm,Cadbury Dairy Milk Fruit And Nut
98572,Cadbury Perk 30gms CHCCadbA011,Cadbury Perk
2777404,Cadbury Silk 65gm (fnp agra L),Cadbury Dairy Milk Silk
99351,Cadbury Temptations Almond Treat Chocolate 72gm_CHCCADBE004,Cadbury Temptations
99349,Cadbury Temptations Cashew Appeal Chocolate 72gm_CHCCADBE005,Cadbury Temptations
99350,Cadbury Temptations Rum Raisins Chocolate 72gm_CHCCADBE006,Cadbury Temptations
792945,cadbury with rose,Roses
3268486,cage,Invalid
3315307,cage,Invalid
620864,Cake Box Big,Invalid
98672,Cake Box GEGCAKEA005,Invalid
3085836,cake one kg(agra),Cake
2720229,CAKEBLFTO020,Cake
99426,Cala Lilies Pink_FFLCalaA003,Lily
98195,Candle Light Desire,Candle Light Desire
621093,Candle Stand Matt Color (Aluminum)-S-21206,Candle Stand
99648,Candles GEGCandA004,Invalid
2930137,Candles(FNP AGRA),Invalid
2946590,Candles(FNP BALUGANJ),Invalid
1311649,CANE BASKET 009,Invalid
99742,Cane Basket 9 Inches Diameter_TRYCANEE001,Invalid
620812,CANE BASKET BOAT SHAPE 9x6,Invalid
99744,Cane Basket Diameter 7 Inches_TRYCANEE002,Invalid
99617,Cane Basket GEGCaneA004,Invalid
223535,Cane Basket Oval 13x9,Invalid
620818,Cane Basket Oval 13x9,Invalid
620814,Cane Basket Oval 14/10 W/ Handle,Invalid
620815,Cane Basket Oval 16/12 W/ Handle,Invalid
620816,Cane Basket Oval 18/12 W/ Handle,Invalid
223539,Cane Basket Round 12'',Invalid
620822,Cane Basket Round 12'',Invalid
1310594,CANE OVAL 18,Invalid
98835,Canration N Cake Carnival,Carnation And Cake
98778,Captivating Asiatic Lilies,Lily
3243133,car decoration,Car Decoration
1777618,CARAMEL CHOCOLATE,Caramel Chocolate
1777707,CARAMEL CHOCOLATE,Caramel Chocolate
1777744,CARAMEL CHOCOLATE,Caramel Chocolate
98391,Care Express,Care Express
98446,Caressing Red,Caressing Red
1310962,CARNATION,Carnations
2853298,carnation,Carnations
3287414,carnation,Carnations
1654421,Carnation 20 roll,Carnations
620406,Carnation Baby Pink,Carnations
98626,Carnation Baby Pink_FFLCarnA006,Carnations
98392,Carnation Beauty,Carnations
98949,Carnation Bunch,Carnations
1865052,Carnation Bunch Flowers ATF -7 Red,Carnations
1865051,Carnation Bunch Flowers ATF -7 Shaded,Carnations
1865050,Carnation Bunch Flowers ATF -7 White,Carnations
98807,Carnation Carnival,Carnations
98628,Carnation Dark Pink FFLCarnA009,Carnations
98393,Carnation Glee,Carnations
98914,Carnation of Paradise,Carnations
98623,Carnation Orange_FFLCarnA005,Carnations
620408,Carnation Peach,Carnations
98627,Carnation Pink_FFLCarnA003,Carnations
620407,Carnation Purple,Carnations
98625,Carnation Purple_FFLCarnA007,Carnations
620405,Carnation Rani Pink,Carnations
620402,Carnation Red,Carnations
98618,Carnation Red_FFLCarnA001,Carnations
620409,Carnation Shaded,Carnations
620468,Carnation Spray S 3-1  White,Carnations
620467,Carnation Spray Yellow-Orange Shaded,Carnations
620465,Carnation SS 7 Yellow,Carnations
620470,Carnation Stem  Purple,Carnations
620471,Carnation Stem Purple-White,Carnations
620469,Carnation Stem S 3-2  Orange,Carnations
98394,Carnation Temptation,Carnations
620404,Carnation White,Carnations
98617,Carnation White_FFLCarnA002,Carnations
620403,Carnation Yellow,Carnations
98624,Carnation Yellow_FFLCarnA004,Carnations
3287415,carnation(agra),Carnations
2857431,Carnations,Carnations
3015825,Carnations,Carnations
3154172,Carnations,Carnations
98836,Carnations n Cake EXD28,Carnations
98418,Carnations N Chocolates,Carnations
98491,Carnations N Greeting Card,Carnations
98203,Carnations N Lilies,Carnations
98324,Carnations of Love,Carnations
3319259,carry bag,Invalid
98448,Carry With Style,Invalid
99312,Cashews 100gms DRFCashA003,Cashew
99318,Cashews 250gms DRFCashA004,Cashew
99314,Cashews 500gms DRFCashA005,Cashew
1777631,CASSATTA,Cassatta
1777720,CASSATTA,Cassatta
1777757,CASSATTA,Cassatta
98970,Celebrate Every Moment,Celebrate Every Moment
98213,Celebrate Love,Celebrate Love
98859,Celebrate My Love,Celebrate My Love
98881,Celebrating Romance,Celebrating Romance
98971,Celebration,Celebration
98419,Celebration Carnival,Celebration Carnival
98915,Celebration Combo,Celebration Combo
98583,Celebration Pack 140gms CHCCeleA001,Celebration Pack
98904,Celebration Time,Celebration Time
3118446,celebration199gm(agra),Celebration Pack
98905,Celebrations with Pink Roses,Pink Roses
99076,Celebrations with Roses,Roses
620914,Cellophane FNP Logo Blue,Invalid
1336287,Cellophane FNP Logo Blue,Invalid
620916,Cellophane FNP Logo Pink,Invalid
620917,Cellophane FNP Logo Red,Invalid
620918,Cellophane FNP Logo White,Invalid
620919,Cellophane FNP Logo Yellow,Invalid
99645,Cellophane Packing Blue GEGCellA001,Invalid
99654,Cellophane Packing Orange GEGCellA006,Invalid
99656,Cellophane Packing Pink GEGCellA004,Invalid
99653,Cellophane Packing Purple GEGCellA007,Invalid
99644,Cellophane Packing Red GEGCellA002,Invalid
99655,Cellophane Packing White GEGCellA005,Invalid
99455,Ceramic Black Mug with Print Height 4 Inches & Diameter 3 Inches_GEGCERAE001,Ceremic Mug
1591449,Ceramic Blue  (AKS 19-6),Ceremic Mug
99456,Ceramic White Mug with Print Height 4 Inches & Diameter 3 Inches_GEGCERAE002,Ceremic Mug
1311227,CEREMIC MUG (MY LOVE),Ceremic Mug
620653,Ceremic Pots S 21-14  White,Ceremic Pot
99535,Cham Cham Tin Box 1kg_SWTCHAME002,Cham Cham
99517,Chamaedorea Plant_PLTCHAME001,Chamaedorea Plant_Pltchame001
659204,Champion,Champion
98994,Charm of Love,Charm Of Love
98283,Charming Beauty,Charming Beauty
98890,Charming Bloom,Charming Bloom
98995,Charming Carnation,Carnations
98284,Charming Roses,Roses
1777672,Chcochip cup cake,Chcochip Cup Cake
1777654,chcolate brownie,Chcolate Brownie
98449,Cheers to the Sunshine,Cheers To The Sunshine
99507,China Palm Plant (Height Approx 11 Inches)_PLTCHINE001,China Palm Plant (Height Approx 11 Inches)_Pltchine001
2935839,chip pastry,Chip Pastry
2874401,chips n kurkure,Chips N Kurkure
1777669,Choclate brownie,Choclate Brownie
1777626,CHOCO BUTTERSCOTCH,Butter Scotch Cake
1777715,CHOCO BUTTERSCOTCH,Butter Scotch Cake
1777752,CHOCO BUTTERSCOTCH,Butter Scotch Cake
815655,choco cheers,Choco Chip
2935740,CHOCO CHIP,Choco Chip
1777611,CHOCO CHIPS,Choco Chip
1777700,CHOCO CHIPS,Choco Chip
1777737,CHOCO CHIPS,Choco Chip
1777622,CHOCO CHIPS & NUTTY,Choco Chip
1777711,CHOCO CHIPS & NUTTY,Choco Chip
1777748,CHOCO CHIPS & NUTTY,Choco Chip
2933457,Choco Chips Dark,Choco Chip
1777623,CHOCO CRUNCHI,Choco Crunchi
1777712,CHOCO CRUNCHI,Choco Crunchi
1777749,CHOCO CRUNCHI,Choco Crunchi
1310613,CHOCO CUP CAKE,Choco Cup Cake
1777614,CHOCO FUDGE,Choco Fudge
1777703,CHOCO FUDGE,Choco Fudge
1777740,CHOCO FUDGE,Choco Fudge
3250381,Choco Kaju Roll With Rakhi,Choco Kaju Roll With Rakhi
2744193,Choco Lovers Delight,Choco Lovers Delight
1777745,CHOCO MARBLE,Choco Marble
99099,Choco Orchid Delight,Choco Orchid Delight
1777714,CHOCO OREO,Choco Oreo
1777751,CHOCO OREO,Choco Oreo
1777605,CHOCO STRAWBERRY,Choco Strawberry
1777642,CHOCO STRAWBERRY,Choco Strawberry
1777731,CHOCO STRAWBERRY,Choco Strawberry
2935742,CHOCO tRUFFLE,Choco Truffle
2936149,Choco truffle,Choco Truffle
1777701,CHOCO WALNUT,Choco Walnut
1777738,CHOCO WALNUT,Choco Walnut
1777661,Chocochip,Choco Chip
2935855,Chocolate,Chocolate Cake
99278,Chocolate _1000_CAKChocA002,Chocolate Cake
99247,Chocolate _2000_CAKChocA003,Chocolate Cake
99281,Chocolate _3000_CAKChocA004,Chocolate Cake
99264,Chocolate _500_CAKChocA001,Chocolate Cake
99380,Chocolate Brownies_CHCCHOCE001,Chocolate Cake
1310955,CHOCOLATE CAKE - 1 Kg,Chocolate Cake
1310949,CHOCOLATE CAKE - 500 GM,Chocolate Cake
1311655,CHOCOLATE CAKE 1 KG,Chocolate Cake
2901220,Chocolate Cake 1 kg,Chocolate Cake
2996082,chocolate cake 1 kg eggless(fnp agra),Chocolate Cake
2901357,Chocolate Cake 1 kg(FNP AGRA),Chocolate Cake
2920375,Chocolate Cake 1kg,Chocolate Cake
2954690,Chocolate Cake 1Kg(FNP BALUGANJ)),Chocolate Cake
626889,chocolate cake 500gm,Chocolate Cake
2901358,Chocolate Cake 500gm(FNP AGRA),Chocolate Cake
2790865,Chocolate Cake 500gms,Chocolate Cake
99049,Chocolate Cake and Roses,Chocolate Cake
3100815,Chocolate Cake and Roses Eggless Standard,Chocolate Cake
2758663,Chocolate Cake Half kg,Chocolate Cake
2964361,Chocolate Cake Half kg Eggless,Chocolate Cake
2770780,chocolate cake half kg(fnp agra)35,Chocolate Cake
98828,Chocolate Cake N Flowers,Chocolate Cake
3052695,Chocolate Cake N Flowers Combo,Chocolate Cake
3100814,Chocolate Cake N Flowers Combo Eggless,Chocolate Cake
2775758,chocolate cake one kg(fnp agra),Chocolate Cake
99379,Chocolate Coated Cookies_CHCCHOCE002,Chocolate Coated Cookies
3160807,Chocolate Cream Cake Half kg(FNP BALUGANJ),Chocolate Cake
98450,Chocolate Fanatics,Chocolate Cake
3304147,Chocolate Galore Cake Half kg(FNP BALUGANJ),Chocolate Cake
2944042,Chocolate Maffin(FNP AGRA),Chocolate Muffin
3325380,chocolate mousse cake (fnp agra),Chocolate Mousse Cake
2957103,Chocolate Mousse(FNP BALUGANJ),Chocolate Mousse Cake
3268760,Chocolate Muffin(FNP BALUGANJ),Chocolate Muffin
2908557,chocolate pasteries fnp agra,Chcolate Pastry
2908703,Chocolate Pastry(FNP AGRA),Chcolate Pastry
2908558,Chocolate Pudding(FNP AGRA),Chocolate Pudding
792942,chocolate rose bouquet,Roses
2972873,Chocolate Tart(FNP BALUGANJ),Chocolate Tart
2727873,chocolate truffle cake 500gm,Chocolate Truffle Cake
2715109,Chocolate Truffle Cake 500gms,Chocolate Truffle Cake
2785316,chocolate truffle cake half kg eggless(fnp agra),Chocolate Truffle Cake
3154218,Chocolate Truffle Cake With Caramelized Walnuts Half kg(FNP BALUGANJ),Chocolate Truffle Cake
2926727,Chocolate Truffle Pastry(FNP AGRA),Chocolate Truffle Cake
2919777,Chocolate(FNP AGRA),Chocolate
2944052,Chocolate(FNP BALUGANJ),Chocolate
3015470,CHOCOLATES (FNP AGRA),Chocolate
98451,Chocolates And Diyas,Chocolate
2943236,chocolates(fnp agra L),Chocolate
98752,Chocolaty Friendship,Chocolate
2890887,Choti Bamboo,Bamboo
2770131,choti bamboo(fnpagra),Bamboo
99461,Christmas Poster_GEGCHRIE001,Christmas Poster_Gegchrie001
98396,Chrysanthemum Delight,Chrysanthemum
98600,Chrysanthemum White_FFLChryA004,Chrysanthemum
98452,Classic and Colorful,Classic And Colorful
98950,Classic Beauty,Classic Beauty
98851,Classic Celebrations,Classic Celebrations
98874,Classic Hamper,Classic Hamper
3247365,Classic Red Roses Hand Tied Bouquet,Red Roses
98285,Cloud Nine,Cloud Nine
621051,Coco Cap Glittered on Stem  Pack of 5 Pcs Red,Coco Cap Glittered On Stem Pack Of 5 Pcs Red
99298,Coffee _1000_CAKCoffA002,Coffee Cake
99253,Coffee _2000_CAKCoffA003,Coffee Cake
99275,Coffee _3000_CAKCoffA004,Coffee Cake
99289,Coffee _500_CAKCoffA001,Coffee Cake
98518,Color Blast,Color Blast
99075,Color Me Up,Color Me Up
1311440,COLOR STONE 2,Color Stone 2
98454,Colored Notes of Happiness,Colored Notes Of Happiness
98848,Colorful Celebration,Colorful Celebration
98849,Colorful Charm,Colorful Charm
99045,Colorful Hue,Colorful Hue
99046,Colorful Hue 10,Colorful Hue
98196,Colorful Hue 12,Colorful Hue
98996,Colorful Hue 18,Colorful Hue
3228455,Colorful Hue For Corp,Colorful Hue
99047,Colorful Hue-1,Colorful Hue
98312,Colorful Roses n Cake,Roses With Cake
99079,Colorful Surprise,Colorful Surprise
99040,Colorful Wishes,Colorful Wishes
2720228,Colorful Wishes Standard,Colorful Wishes Standard
98779,Colour Blast,Colour Blast
98872,Colour N Cake,Colour N Cake
3315378,Colour N Cake Combo Eggless,Colour N Cake
98420,Colour Splash,Colour Splash
98997,Colourful Blooms,Colourful Blooms
99681,Colourful Idols Of Lakshmi Ganesh_IDLCOLOE004,Colourful Idols Of Lakshmi Ganesh_Idlcoloe004
98829,Colours Of Love,Colours Of Love
98397,Combo from Heart,Combo From Heart
98917,Complete Love Hamper,Complete Love Hamper
99352,Confetteria Raffaello Ferrero 150gms_CHCCONFE001,Ferraro Rocher
99365,Congratulation White Chocolate Bar 200gms_CHCCONGE001,White Chocolate
99078,Contemporary Elegance,Contemporary Elegance
3193749,Contemporary Elegance Standard,Contemporary Elegance Standard
98297,Contemporary N Timeless,Contemporary N Timeless
98189,Cool Classic,Cool Classic
3189667,Cornflacs 100gm(FNP BALUGANJ),Cornflakes
832441,CORP NTTRECPTABLE1,Corp Nttrecptable1
792952,CorpNtt Recp table 5,Corpntt Recp Table 5
98456,Crackers for Diwali,Crackers For Diwali
98457,Crackers n Roses,Crackers N Roses
98792,Cradle of best wishes,Cradle Of Best Wishes
620957,Crape Paper Blue,Invalid
620954,Crape Paper S13-1  D.Red,Invalid
620955,Crape Paper S13-1  Lemon,Invalid
620956,Crape Paper S13-1  Orange,Invalid
99335,Cream Jute Packing_CONCREAE001,Invalid
2972618,Cream Roll(FNP BALUGANJ),Cream Roll
3224235,Crunch Pastry(FNP BALUGANJ),Crunch Pastry
3294136,Crunchy Chocolate Cream Cake Half kg(FNP BALUGANJ),Crunchy Chocolate Cream Cake
620430,Crysanthmum pink,Crysanthmum
620428,Crysanthmum white,Crysanthmum
620429,Crysanthmum yellow,Crysanthmum
1310532,CRYSTAL 00500,Crystal Beads
223735,Crystal Beads S 15-1  Red,Crystal Beads
620999,Crystal Beads S 15-1  White,Crystal Beads
1311505,Crystal Beads S 15-1 D.Blue,Crystal Beads
1311507,Crystal Beads S 15-1 L.Pink,Crystal Beads
1311508,Crystal Beads S 15-1 White,Crystal Beads
98310,Cuddly Affair,Cuddly Affair
99319,Cup Cake_CAKCUP E001,Cup Cake
1590080,Curly Moss Pack of (500 Gr.) Green,Curly Moss
621006,Curly Moss Pack of (500 Gr.) Natural,Curly Moss
621007,Curly Moss Pack of (500 Gr.) Red,Curly Moss
621008,Curly Pod (Pack of 500 Gr.) Red,Curly Pod
621053,Curly Ting Open Glittered   Golden,Curly Ting Open Glittered
620727,Curly Willow With Glitter Berries PK5 Golden SFNP2,Curly Willow With Glitter Berries
1590071,Curly Willow With Glitter Berries SFNP-2-Copper,Curly Willow With Glitter Berries
2961679,Custered Pudding(fnp baluganj),Custered Pudding
2015821,customised product,Customised Product
3202952,Customized Product,Customised Product
2973229,Cute Basket Of Surprise,Cute Basket Of Surprise
98398,Cute Friend,Cute Friend
98206,Cute Hamper,Cute Hamper
98289,Cute Love,Cute Love
1311273,CYCLE,Cycle
1311268,CYLINDER 33,Glass Vase
621121,Cylinder 3x3 Glass Vase With Box,Glass Vase
1311173,CYLINDER 44,Glass Vase
1311160,CYLINDER 46,Glass Vase
1311161,CYLINDER 48,Glass Vase
223869,Cylinder 4x10 Glass Vase With Box,Glass Vase
621122,Cylinder 4x10 Glass Vase With Box,Glass Vase
621123,Cylinder 4x16 Glass Vase With Box,Glass Vase
1591420,Cylinder 4x4 Glass Vase With Box,Glass Vase
621124,Cylinder 4x4 Glass VaseWith Box,Glass Vase
621125,Cylinder 4x8 Glass Vase With Box,Glass Vase
621126,Cylinder 6x30 Glass Vase,Glass Vase
99775,Cylinder Glass Vase 12 Inches_VASCYLIE002,Glass Vase
99776,Cylinder Glass Vase 6 Inches_VASCYLIE003,Glass Vase
99769,Cylinder Glass Vase Height 10 inches and 4 Inches Diameter_VASCYLIE001,Glass Vase
99610,Cylindrical Vase GEGCyliA001,Glass Vase
99392,Cymbidium Orchid Purple_FFLCymbA001,Orchids
1336874,D-1860 Rose Bunch D. Purple,Roses
1590193,D-1860 Rose Bunch L.Purple,Roses
223897,D-1880 Hydrangea Peach,Hydrangea
620527,D-1880 Hydrangea Peach,Hydrangea
223898,D-1880 Hydrangea Pink,Hydrangea
620528,D-1880 Hydrangea Pink,Hydrangea
620529,D-1880 Hydrangea White,Hydrangea
1336923,D-2037 GLAD BUNCH (Tj),D-2037 Glad Bunch (Tj)
1336924,D-2094 GREEN BUNCH (Tj),D-2094 Green Bunch (Tj)
1590144,D-2118 SUN FLOWERS (Tj),D-2118 Sun Flowers (Tj)
2934828,Dairy Craft Pizza Cheese 1kg,Dairy Craft Pizza Cheese 1Kg
1310568,Dairy Milk 14g,Cadbury Dairy Milk
2850180,Dairy milk 23 gm(fnp agra L),Cadbury Dairy Milk
1310566,Dairy Milk 36 g,Cadbury Dairy Milk
817635,dairy milk choclolate 12..5 gms,Cadbury Dairy Milk
2768864,Dairy milk chocoates 12gm (fnp agra),Cadbury Dairy Milk
2723099,Dairy Milk Chocolate Collection,Cadbury Dairy Milk
2777613,Dairy milk chocolate(fnp agra L),Cadbury Dairy Milk
2786651,dairy milk chocolates 12.5gm(fnp agraP,Cadbury Dairy Milk
1310578,Dairymilk 25 gm,Cadbury Dairy Milk
1310577,Dairymilk 54 gm,Cadbury Dairy Milk
2727874,dairymilk chocolate 12.5gm,Cadbury Dairy Milk
3172202,Dairymilk chocolates,Cadbury Dairy Milk
